KD_TOKO|KD_DC|PRO_NO|MEKANISME|KODE_PROMO|TIPE_PERIODE|KETERANGAN|KD_PLU|PERSEN_FT|PERSEN_TERMIN1|PERSEN_TERMIN2|PERSEN_TERMIN3|FT|QTY_FT_TERMIN1|QTY_FT_TERMIN2|QTY_FT_TERMIN3|TERMIN1|TERMIN2|TERMIN3|TGL_UPD|FT_FINAL|END_TERMIN
F010|G001|104742/P/06/2021|BELI 1 DISKON 2.200 SGM EKSPLOR 3+,PRO-GRESSMAXX SUSU PERTUMBUHAN VANILA/MADU 900G BOX KELIPATAN|HSFA02I6|BULANAN|FT PROMO 1 BULAN (BAGI 3)|20040293|50|33|66|100|2|1|1|2|8/15/2021|8/18/2021|8/21/2021|8/12/2021|4|9/12/2021
