TGL_KONFIRMASI|KD_EVENT|NO_SKPP|KD_SUPP|NM_SUPP|NILAI_INSTORE_PROMO|NILAI_DEPOSIT|PERIODE_AWAL|PERIODE_AKHIR|CARA_PEMBAYARAN|KETERANGAN|REALISASI_PROMO|DATA_PELUNASAN|KD_PRINCIPAL|NM_PRINCIPAL|NM_PRODUK
14-NOV-22|0100001|0047A/01/22/ICM|10007|ATRI DISTRIBUSINDO I PT.|10000000|1000000|28-NOV-22|30-NOV-22|FULL|1|10000000|9000000|10002|INTI CAKRAWALA CORPORATION BAN|111
