TANGGAL|RECID|KODE_DC|KODE_TOKO|NAMA_TOKO|SALES_TOKO_RP|JUMLAH_HARI_JUAL|JUMLAH_JAM_BUKA_TOKO
2022-08-16||G001|TI4C|FRESH MENARA INDOMARET GF|5577724|13|0
