RECID|RTYPE|DOCNO|SEQNO|DIV|PRDCD|QTY|PRICE|GROSS|CTERM|DOCNO2|ISTYPE|INVNO|TOKO|DATE|DATE2|KETERANGAN|PTAG|CAT_COD|LOKASI|TGL1|TGL2|PPN|TOKO_1|DATE3|DOCNO3|SHOP|PRICE_IDM|PPNBM_IDM|PPNRP_IDM|LT|RAK|BAR|BKP|SUB_BKP|PLUMD|GROSS_JUAL|PRICE_JUAL|KODE_SUPPLIER|DISC05|RATE_PPN|JAM
|X|173040|1|73|20107545|-1|4700.00|-4700|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067301|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173040|1|73|20112384|-40|18.02|-721|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173040|1|46|20115098|-30|0.81|-24|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173040|1|72|20115322|1|7656.70|7657|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL||067201|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173040|1|73|20115326|-50|16.00|-800|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067301|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173040|1|73|20115327|-10|20.00|-200|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067301|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173040|1|73|20115341|-1|795.00|-795|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173041|1|40|20069607|-1|847.10|-847|2|10108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173041|1||20095496|-18|0.00|0|0|10108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|||01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173041|1|46|20096329|1|1090.34|1090|0|10108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064601|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173041|1|46|20115098|-300|0.81|-243|0|10108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173042|1|46|20122238|1|6000.00|6000|0|10100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173042|1|46|20122239|-200|30.00|-6000|0|10100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173043|1|72|20033717|1|1351.02|1351|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL||067201|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173043|1|73|20082443|-1|1127.56|-1128|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067301|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173043|1|46|20115098|-135|0.81|-109|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173043|1|73|20116923|-1|114.00|-114|0|10106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173044|1|73|20120590|-1|398.00|-398|0|10206|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173044|1|59|20122671|1|18398.00|18398|0|10206|BM|0|TI4C|220816|0|BUILD OF MATERIAL||065902|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173044|1|59|20122682|-1|18000.00|-18000|0|10206|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|065902|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173045|1|73|20120590|-1|398.00|-398|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173045|1|59|20122666|1|12898.00|12898|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL||065902|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173045|1|59|20122678|-1|12500.00|-12500|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|065902|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173046|1|73|20120590|-1|398.00|-398|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173046|1|59|20122670|1|19398.00|19398|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL||065902|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173046|1|59|20122684|-1|19000.00|-19000|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|065902|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173047|1|46|20068986|1|3701.57|3702|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173047|1|46|20069027|-18|144.00|-2592|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173047|1|46|20069643|-225|1.35|-304|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173047|1|40|20069664|-1|417.28|-417|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173047|1|40|20069690|-1|80.00|-80|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173047|1|46|20115098|-310|0.81|-251|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173047|1|46|20116103|-1|57.17|-57|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173048|1|59|20090824|1|13398.00|13398|0|20107|BM|0|TI4C|220816|0|BUILD OF MATERIAL||065901|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173048|1|59|20120580|-1|13000.00|-13000|0|20107|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|065901|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173048|1|73|20120590|-1|398.00|-398|0|20107|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173049|1|46|20069025|-20|75.00|-1500|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173049|1|46|20069027|-10|144.00|-1440|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173049|1|46|20069028|-190|14.21|-2700|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173049|1|46|20069643|-35|1.35|-47|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173049|1|40|20069691|-1|1655.00|-1655|2|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173049|1|46|20082648|1|7382.44|7382|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173049|1|46|20115098|-50|0.81|-41|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173050|1|59|20090334|1|16098.00|16098|0|20106|BM|0|TI4C|220816|0|BUILD OF MATERIAL||065901|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173050|1|59|20120578|-1|15700.00|-15700|0|20106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|065901|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173050|1|73|20120590|-1|398.00|-398|0|20106|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|46|20068991|1|6592.53|6593|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|46|20069028|-200|14.21|-2842|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|46|20069030|-30|84.00|-2520|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|46|20069643|-225|1.35|-304|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|46|20069644|-27|12.90|-348|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|40|20069664|-1|417.28|-417|2|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|40|20069690|-1|80.00|-80|2|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|46|20115098|-30|0.81|-24|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173051|1|46|20116103|-1|57.17|-57|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20069027|-18|144.00|-2592|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20069028|-150|14.21|-2131|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20069643|-225|1.35|-304|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|40|20069664|-1|417.28|-417|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|40|20069690|-1|80.00|-80|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20079739|1|7862.00|7862|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20082341|-42|37.88|-1591|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20103792|-12|53.41|-641|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20115098|-60|0.81|-49|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173052|1|46|20116103|-1|57.17|-57|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20068995|1|16233.48|16233|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20069023|-30|72.50|-2175|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20069025|-10|75.00|-750|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20069028|-150|14.21|-2131|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20069034|-26|174.87|-4547|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20069643|-225|1.35|-304|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20069644|-14|12.90|-181|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|40|20069664|-1|417.28|-417|2|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|40|20069776|-1|215.00|-215|2|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20073642|-80|55.80|-4464|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|40|20092877|-1|170.00|-170|2|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173053|1|46|20119620|-1|880.00|-880|0|20100|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173054|1|46|20040898|-6|53.41|-320|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173054|1|46|20069028|-50|14.21|-710|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173054|1|40|20069664|1|417.28|417|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173054|1|46|20082341|-14|37.88|-530|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173054|1|46|20109857|1|1578.26|1578|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173054|1|40|20111188|-1|429.47|-429|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173054|1|46|20115098|-6|0.81|-5|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173055|1|71|20096560|-1|875.00|-875|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL||067101|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173055|1|71|20099363|1|8563.00|8563|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL||067101|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173055|1|71|20099788|-1|6938.00|-6938|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL||067101|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173055|1|73|20115342|-1|750.00|-750|0|20206|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|067302|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173056|1|46|20069027|-10|144.00|-1440|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173056|1|46|20069028|-190|14.21|-2700|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173056|1|46|20069643|-35|1.35|-47|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173056|1|40|20069691|-1|1655.00|-1655|2|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173056|1|46|20082341|-21|37.88|-795|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173056|1|46|20082649|1|6677.90|6678|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173056|1|46|20115098|-50|0.81|-41|0|20209|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173057|1|46|20069027|-9|144.00|-1296|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173057|1|46|20069643|25|1.35|34|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173057|1|40|20069664|1|417.28|417|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173057|1|46|20109850|1|1339.33|1339|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173057|1|40|20111188|-1|429.47|-429|2|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173057|1|46|20115098|-80|0.81|-65|0|20108|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173058|1|46|20068991|1|6592.53|6593|0|20208|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064602|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173058|1|46|20069028|-200|14.21|-2842|0|20208|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173058|1|46|20069030|-30|84.00|-2520|0|20208|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173058|1|46|20069643|-225|1.35|-304|0|20208|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173058|1|46|20069644|-27|12.90|-348|0|20208|BM|0|TI4C|220816|0|BUILD OF MATERIAL||064608|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173058|1|40|20069664|-1|417.28|-417|2|20208|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
|X|173058|1|40|20069690|-1|80.00|-80|2|20208|BM|0|TI4C|220816|0|BUILD OF MATERIAL|Z|054004|01|16-08-2022|16-08-2022|0.0000000|||0|TI4C|0.000|0.000|0.000||||F|||0|0.00||0.0000|0|00:00:00
