07,17,000174,22500.00,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OVO,,OVO,BAC,,0,,0,,,,,'',0.00,0.00,0.00,''
07,18,000189,144300.00,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOPAY,,GOPAY,BAC,,0,,0,,,,,'',0.00,0.00,0.00,''
08,01,530795,50000.00,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCA DEBIT MASTERCARD PSPR GOLD,,BCA DEBIT MASTERCARD PSPR GOLD,B01,,0,,0,,,,,'',0.00,0.00,0.00,''
08,02,537941,1300000.00,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCA DEBIT PSPR SILV THPN XPRES,,BCA DEBIT PSPR SILV THPN XPRES,B01,,0,,0,,,,,'',0.00,0.00,0.00,''
08,03,6019007,50000.00,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCA DEBIT GPN,,BCA DEBIT GPN,B01,,0,,0,,,,,'',0.00,0.00,0.00,''
33,01,455633,122200.00,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCA VISA GOLD,,BCA VISA GOLD,B01,,0,,0,,,,,'',0.00,0.00,0.00,''
21,01,KANTONG KECIL,0.00,20220816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,'',0.00,0.00,0.00,''
21,02,KANTONG SEDANG,0.00,20220816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,'',0.00,0.00,0.00,''
21,03,KANTONG BESAR,0.00,20220816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,'',0.00,0.00,0.00,''
11,01,199741/01,4600.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOKA06PA ,,HOKA06PA,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,02,201930/01,10000.00,20220816,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOKA06PN ,,HOKA06PN,,,19,,0,,,,,'',0.00,0.00,0.00,''
11,03,223786/01,23000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFM02WI ,,HSFM02WI,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,04,225622/01,1700.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04RY ,,HSFA04RY,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,05,226376/01,11000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFM02X9 ,,HSFM02X9,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,06,226616/1,1100.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFH02Z5 ,,HSFH02Z5,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,07,226847/01,8000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04U3 ,,HSFA04U3,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,08,227455/01,500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04S1 ,,HSFA04S1,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,09,227463/01,1000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04S2 ,,HSFA04S2,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,10,227467/01,3000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04S3 ,,HSFA04S3,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,11,227537/01,6000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03VY ,,HSFO03VY,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,12,227557/01,1000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFM02UR ,,HSFM02UR,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,13,227645/01,1700.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB045Q ,,HSFB045Q,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,14,227658/01,8800.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB045R ,,HSFB045R,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,15,227803/01,8300.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFN02K6 ,,HSFN02K6,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,16,227895/01,1900.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04SV ,,HSFA04SV,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,17,227917/01,8100.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04SY ,,HSFA04SY,,,5,,0,,,,,'',0.00,0.00,0.00,''
11,18,228027/01,3600.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFA04RS ,,HSFA04RS,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,19,228052/01,4600.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFI04CF ,,HSFI04CF,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,20,228142/01,1200.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSDL05I2 ,,HSDL05I2,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,21,228202/01,7800.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFN02N7 ,,HSFN02N7,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,22,228249/01,200.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB046B ,,HSFB046B,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,23,228251/01,2500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFF01A2 ,,HSFF01A2,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,24,228356/01,4100.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFN02LD ,,HSFN02LD,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,25,228402/1,1300.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFH02WX ,,HSFH02WX,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,26,228416/01,3300.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFN02L7 ,,HSFN02L7,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,27,228707/1,3000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFH02Y3 ,,HSFH02Y3,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,28,228869/01,6400.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFN02N8 ,,HSFN02N8,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,29,228883/01,12000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC0302 ,,HSFC0302,,,3,,0,,,,,'',0.00,0.00,0.00,''
11,30,228890/01,3000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0473 ,,HSFB0473,,,4,,0,,,,,'',0.00,0.00,0.00,''
11,31,229005/01,14000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03VR ,,HSFO03VR,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,32,229044/01,3000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC0346 ,,HSFC0346,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,33,229086/1,2000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFG02A0 ,,HSFG02A0,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,34,229101/01,1200.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB046U ,,HSFB046U,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,35,229114/01,1000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0471 ,,HSFB0471,,,3,,0,,,,,'',0.00,0.00,0.00,''
11,36,229130/01,14500.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP042J ,,HSFP042J,,,6,,0,,,,,'',0.00,0.00,0.00,''
11,37,229178/01,500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB047H ,,HSFB047H,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,38,229200/01,13000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC0300 ,,HSFC0300,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,39,229220/01,10500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03XE ,,HSFO03XE,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,40,229275/01,500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB047P ,,HSFB047P,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,41,229287/01,300.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB047R ,,HSFB047R,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,42,229322/01,3000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP041R ,,HSFP041R,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,43,229328/01,6000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03XN ,,HSFO03XN,,,3,,0,,,,,'',0.00,0.00,0.00,''
11,44,229329/01,3300.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03XO ,,HSFO03XO,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,45,229379/1,1800.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFG029E ,,HSFG029E,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,46,229389/1,7000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFH02XM ,,HSFH02XM,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,47,229393/01,23700.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03VW ,,HSFO03VW,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,48,229422/01,1800.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB047B ,,HSFB047B,,,3,,0,,,,,'',0.00,0.00,0.00,''
11,49,229497/1,3800.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFH031N ,,HSFH031N,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,50,229502/1,9300.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFH031Q ,,HSFH031Q,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,51,229523/01,3100.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0484 ,,HSFB0484,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,52,229632/01,5000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFJ0102 ,,HSFJ0102,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,53,229682/01,600.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0485 ,,HSFB0485,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,54,229726/01,2000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0486 ,,HSFB0486,,,3,,0,,,,,'',0.00,0.00,0.00,''
11,55,229762/01,4000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB047X ,,HSFB047X,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,56,229859/01,1200.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0488 ,,HSFB0488,,,4,,0,,,,,'',0.00,0.00,0.00,''
11,57,229867/01,3000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP0436 ,,HSFP0436,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,58,230516/01,4500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSDL05JY ,,HSDL05JY,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,59,230565/01,4200.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03Y7 ,,HSFO03Y7,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,60,230655/01,5000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSDL05KW ,,HSDL05KW,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,61,230715/01,10000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC031X ,,HSFC031X,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,62,230730/01,400.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFO03YK ,,HSFO03YK,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,63,230808/01,4000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLFC002Y ,,PLFC002Y,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,64,231350/01,2000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0498 ,,HSFB0498,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,65,231458/01,1500.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFE02MF ,,HSFE02MF,,,3,,0,,,,,'',0.00,0.00,0.00,''
11,66,231484/01,5000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB0499 ,,HSFB0499,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,67,231500/01,2600.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP0441 ,,HSFP0441,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,68,231569/1,4000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFG02B3 ,,HSFG02B3,,,4,,0,,,,,'',0.00,0.00,0.00,''
11,69,231590/01,4000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLFJ005I ,,PLFJ005I,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,70,231620/01,2500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC0334 ,,HSFC0334,,,4,,0,,,,,'',0.00,0.00,0.00,''
11,71,231624/01,1500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC0339 ,,HSFC0339,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,72,231634/01,500.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC0343 ,,HSFC0343,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,73,231640/01,1000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFC032Q ,,HSFC032Q,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,74,231660/01,2700.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP0458 ,,HSFP0458,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,75,231672/1,1000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFG02BA ,,HSFG02BA,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,76,231675/01,2000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP045J ,,HSFP045J,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,77,231722/01,3000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP045T ,,HSFP045T,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,78,231839/1,1300.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFG02B7 ,,HSFG02B7,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,79,231872/1,1800.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFG02BC ,,HSFG02BC,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,80,231888/1,5000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFG02BH ,,HSFG02BH,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,81,231903/01,5000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFP045F ,,HSFP045F,,,2,,0,,,,,'',0.00,0.00,0.00,''
11,82,232062/01,4000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFJ010M ,,HSFJ010M,,,1,,0,,,,,'',0.00,0.00,0.00,''
11,83,232148/01,3000.00,20220816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB04AA ,,HSFB04AA,,,3,,0,,,,,'',0.00,0.00,0.00,''
11,84,232163/01,3000.00,20220816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSFB04A5 ,,HSFB04A5,,,4,,0,,,,,'',0.00,0.00,0.00,''
